timestamp,open,high,low,close,volume
2024-10-20,2648.16,2758.55,2635.98,2747.25,30631.52849575
2024-10-21,2747.26,2769.78,2655.73,2666.51,49435.78349316
2024-10-22,2666.51,2671.46,2606.9,2622.6,51200.967
2024-10-23,2622.71,2627.39,2451.4,2525.04,65851.38398567
2024-10-24,2524.94,2561.92,2507.54,2535.89,57245.67149108
2024-10-25,2535.9,2565.89,2383.31,2441.23,88632.12813905
2024-10-26,2441.24,2507.42,2430.68,2482.67,31117.38030749
2024-10-27,2482.67,2527.54,2464.12,2507.84,14294.10277806
2024-10-28,2507.88,2589.8,2471.59,2567.37,77401.20419835
2024-10-29,2567.37,2681.54,2561.31,2638.88,142357.0187423
2024-10-30,2638.85,2723.05,2600.04,2658.78,129445.83186307
2024-10-31,2658.79,2668.88,2503.45,2518.6,110719.42019115
2024-11-01,2518.61,2586.34,2467.84,2511.86,121093.42069257
